,DATETIMEDATA,PM25,PM10,O3,CO,NO2,SO2,WS,TEMP,RH,WD,stationID
376,2023-12-16 16:00:00,13.6,,8.0,,,,1,30,62,219,44t
377,2023-12-16 17:00:00,15.6,,1.0,,,,1,29,68,184,44t
378,2023-12-16 18:00:00,16.5,,0.0,,,,1,28,74,155,44t
379,2023-12-16 19:00:00,17.7,,,,,,1,28,75,174,44t
380,2023-12-16 20:00:00,15.6,,20.0,,,,1,28,75,169,44t
381,2023-12-16 21:00:00,14.7,,3.0,,,,1,28,75,191,44t
382,2023-12-16 22:00:00,16.3,,3.0,,,,1,28,75,140,44t
383,2023-12-16 23:00:00,15.1,,0.0,,,,1,28,76,160,44t
384,2023-12-17 00:00:00,14.1,,0.0,,,,1,27,79,124,44t
385,2023-12-17 01:00:00,14.3,,3.0,,,,1,27,80,118,44t
386,2023-12-17 02:00:00,12.6,,2.0,,,,1,27,81,113,44t
387,2023-12-17 03:00:00,11.7,,13.0,,,,1,27,82,118,44t
388,2023-12-17 04:00:00,12.7,,0.0,,,,1,27,82,112,44t
389,2023-12-17 05:00:00,15.4,,1.0,,,,1,27,83,111,44t
390,2023-12-17 06:00:00,14.1,,0.0,,,,1,27,85,108,44t
391,2023-12-17 07:00:00,13.8,,1.0,,,,1,27,86,110,44t
392,2023-12-17 08:00:00,15.7,,16.0,,,,1,29,77,120,44t
393,2023-12-17 09:00:00,14.2,,1.0,,,,1,30,67,160,44t
394,2023-12-17 10:00:00,16.1,,20.0,,,,1,32,61,135,44t
395,2023-12-17 11:00:00,14.1,,23.0,,,,1,31,61,168,44t
396,2023-12-17 12:00:00,13.2,,24.0,,,,1,32,55,185,44t
397,2023-12-17 13:00:00,12.4,,16.0,,,,1,32,56,186,44t
398,2023-12-17 14:00:00,10.4,,5.0,,,,1,32,58,193,44t
399,2023-12-17 15:00:00,14.3,,8.0,,,,1,31,61,185,44t
400,2023-12-17 16:00:00,15.8,,13.0,,,,1,31,64,205,44t
401,2023-12-17 17:00:00,11.8,,23.0,,,,1,29,69,169,44t
402,2023-12-17 18:00:00,10.7,,20.0,,,,1,29,71,134,44t
403,2023-12-17 19:00:00,11.6,,5.0,,,,1,28,73,146,44t
404,2023-12-17 20:00:00,13.5,,,,,,1,28,73,145,44t
405,2023-12-17 21:00:00,13.3,,0.0,,,,1,28,74,137,44t
406,2023-12-17 22:00:00,14.0,,3.0,,,,1,28,77,137,44t
407,2023-12-17 23:00:00,13.1,,0.0,,,,1,27,85,125,44t
408,2023-12-18 00:00:00,16.1,,0.0,,,,1,27,83,121,44t
409,2023-12-18 01:00:00,11.2,,2.0,,,,1,27,83,117,44t
410,2023-12-18 02:00:00,9.7,,8.0,,,,1,27,81,112,44t
411,2023-12-18 03:00:00,10.1,,9.0,,,,1,27,82,120,44t
412,2023-12-18 04:00:00,12.5,,1.0,,,,1,27,81,119,44t
413,2023-12-18 05:00:00,13.7,,0.0,,,,1,27,85,125,44t
414,2023-12-18 06:00:00,14.2,,1.0,,,,1,27,85,140,44t
415,2023-12-18 07:00:00,15.2,,4.0,,,,1,28,80,125,44t
416,2023-12-18 08:00:00,12.4,,2.0,,,,1,29,72,128,44t
417,2023-12-18 09:00:00,11.1,,17.0,,,,1,30,65,148,44t
418,2023-12-18 10:00:00,14.4,,2.0,,,,1,31,60,153,44t
419,2023-12-18 11:00:00,12.1,,19.0,,,,1,32,58,196,44t
420,2023-12-18 12:00:00,11.1,,8.0,,,,0,32,55,158,44t
421,2023-12-18 13:00:00,10.1,,14.0,,,,1,32,57,164,44t
422,2023-12-18 14:00:00,11.8,,18.0,,,,1,31,59,162,44t
423,2023-12-18 15:00:00,16.6,,6.0,,,,1,31,60,153,44t
424,2023-12-18 16:00:00,18.4,,4.0,,,,1,30,64,187,44t
425,2023-12-18 17:00:00,14.2,,2.0,,,,1,29,69,145,44t
426,2023-12-18 18:00:00,16.1,,0.0,,,,1,29,72,167,44t
427,2023-12-18 19:00:00,13.4,,12.0,,,,1,28,74,172,44t
428,2023-12-18 20:00:00,15.3,,7.0,,,,1,28,74,140,44t
429,2023-12-18 21:00:00,14.5,,,,,,1,28,75,135,44t
430,2023-12-18 22:00:00,15.5,,4.0,,,,1,28,75,141,44t
431,2023-12-18 23:00:00,14.7,,0.0,,,,1,28,76,130,44t
432,2023-12-19 00:00:00,12.9,,2.0,,,,1,28,78,112,44t
433,2023-12-19 01:00:00,13.2,,10.0,,,,1,27,81,107,44t
434,2023-12-19 02:00:00,16.4,,3.0,,,,1,26,86,102,44t
435,2023-12-19 03:00:00,19.1,,2.0,,,,0,26,90,106,44t
436,2023-12-19 04:00:00,18.6,,0.0,,,,1,26,89,114,44t
437,2023-12-19 05:00:00,13.2,,3.0,,,,1,26,88,125,44t
438,2023-12-19 06:00:00,14.9,,0.0,,,,1,26,92,109,44t
439,2023-12-19 07:00:00,11.5,,9.0,,,,1,26,90,111,44t
440,2023-12-19 08:00:00,16.8,,3.0,,,,1,28,77,153,44t
441,2023-12-19 09:00:00,9.4,,0.0,,,,1,30,72,171,44t
442,2023-12-19 10:00:00,18.4,,4.0,,,,1,31,67,205,44t
443,2023-12-19 11:00:00,13.0,,5.0,,,,1,32,60,240,44t
444,2023-12-19 12:00:00,15.7,,9.0,,,,1,32,58,174,44t
445,2023-12-19 13:00:00,14.8,,1.0,,,,1,32,59,195,44t
446,2023-12-19 14:00:00,16.0,,31.0,,,,1,31,62,155,44t
447,2023-12-19 15:00:00,15.0,,7.0,,,,2,29,72,150,44t
448,2023-12-19 16:00:00,13.6,,1.0,,,,2,28,79,130,44t
449,2023-12-19 17:00:00,14.5,,1.0,,,,2,28,81,123,44t
450,2023-12-19 18:00:00,17.8,,2.0,,,,1,27,84,111,44t
451,2023-12-19 19:00:00,16.5,,5.0,,,,2,27,84,119,44t
452,2023-12-19 20:00:00,14.3,,14.0,,,,1,26,90,116,44t
453,2023-12-19 21:00:00,14.3,,8.0,,,,1,26,91,114,44t
454,2023-12-19 22:00:00,12.5,,,,,,1,26,93,108,44t
455,2023-12-19 23:00:00,13.7,,0.0,,,,0,26,94,97,44t
456,2023-12-20 00:00:00,13.0,,0.0,,,,1,26,94,96,44t
457,2023-12-20 01:00:00,11.8,,1.0,,,,1,26,95,105,44t
458,2023-12-20 02:00:00,12.5,,9.0,,,,0,25,96,107,44t
459,2023-12-20 03:00:00,14.3,,0.0,,,,1,25,96,107,44t
460,2023-12-20 04:00:00,20.7,,0.0,,,,1,25,97,109,44t
461,2023-12-20 05:00:00,16.9,,0.0,,,,0,25,97,109,44t
462,2023-12-20 06:00:00,16.5,,0.0,,,,0,25,97,106,44t
463,2023-12-20 07:00:00,13.6,,1.0,,,,0,25,96,106,44t
464,2023-12-20 08:00:00,15.2,,1.0,,,,1,26,93,108,44t
465,2023-12-20 09:00:00,19.3,,8.0,,,,1,26,95,104,44t
466,2023-12-20 10:00:00,23.2,,0.0,,,,1,26,97,109,44t
467,2023-12-20 11:00:00,15.1,,0.0,,,,2,27,91,116,44t
468,2023-12-20 12:00:00,12.9,,1.0,,,,2,28,85,117,44t
469,2023-12-20 13:00:00,12.8,,19.0,,,,2,29,77,124,44t
470,2023-12-20 14:00:00,10.4,,,,,,1,30,68,153,44t
471,2023-12-20 15:00:00,14.6,,27.0,,,,1,27,83,195,44t
472,2023-12-20 16:00:00,12.4,,0.0,,,,1,27,87,114,44t
473,2023-12-20 17:00:00,17.0,,1.0,,,,2,27,85,116,44t
474,2023-12-20 18:00:00,14.6,,1.0,,,,1,27,89,116,44t
475,2023-12-20 19:00:00,11.9,,13.0,,,,1,26,92,111,44t
476,2023-12-20 20:00:00,12.5,,1.0,,,,1,26,94,108,44t
477,2023-12-20 21:00:00,19.0,,0.0,,,,1,25,95,108,44t
478,2023-12-20 22:00:00,18.0,,0.0,,,,0,25,96,106,44t
479,2023-12-20 23:00:00,19.7,,,,,,0,25,96,107,44t
480,2023-12-21 00:00:00,25.1,,2.0,,,,0,25,97,108,44t
481,2023-12-21 01:00:00,15.4,,,,,,0,25,97,110,44t
482,2023-12-21 02:00:00,12.1,,1.0,,,,0,25,97,110,44t
483,2023-12-21 03:00:00,12.5,,1.0,,,,0,25,96,111,44t
484,2023-12-21 04:00:00,14.7,,1.0,,,,0,25,94,101,44t
485,2023-12-21 05:00:00,14.7,,0.0,,,,0,25,92,111,44t
486,2023-12-21 06:00:00,15.5,,2.0,,,,0,25,94,108,44t
487,2023-12-21 07:00:00,16.5,,5.0,,,,1,26,93,114,44t
488,2023-12-21 08:00:00,18.7,,23.0,,,,2,28,83,114,44t
489,2023-12-21 09:00:00,16.0,,2.0,,,,2,29,80,120,44t
490,2023-12-21 10:00:00,18.1,,0.0,,,,1,27,88,136,44t
491,2023-12-21 11:00:00,19.1,,0.0,,,,1,25,95,125,44t
492,2023-12-21 12:00:00,14.7,,1.0,,,,1,27,85,114,44t
493,2023-12-21 13:00:00,13.8,,4.0,,,,1,29,80,116,44t
494,2023-12-21 14:00:00,11.1,,17.0,,,,1,30,71,136,44t
495,2023-12-21 15:00:00,12.9,,,,,,2,31,65,131,44t
496,2023-12-21 16:00:00,11.4,,26.0,,,,2,30,66,133,44t
497,2023-12-21 17:00:00,15.4,,5.0,,,,2,29,67,129,44t
498,2023-12-21 18:00:00,14.8,,6.0,,,,1,28,74,120,44t
499,2023-12-21 19:00:00,13.3,,20.0,,,,1,28,79,115,44t
500,2023-12-21 20:00:00,15.7,,18.0,,,,1,27,82,116,44t
501,2023-12-21 21:00:00,16.9,,7.0,,,,2,27,79,123,44t
502,2023-12-21 22:00:00,17.0,,3.0,,,,1,27,80,120,44t
503,2023-12-21 23:00:00,15.6,,1.0,,,,1,27,77,118,44t
504,2023-12-22 00:00:00,14.3,,,,,,1,27,77,114,44t
505,2023-12-22 01:00:00,11.7,,5.0,,,,0,26,84,108,44t
506,2023-12-22 02:00:00,11.3,,8.0,,,,0,26,86,106,44t
507,2023-12-22 03:00:00,13.7,,11.0,,,,0,26,87,107,44t
508,2023-12-22 04:00:00,14.9,,0.0,,,,0,25,89,106,44t
509,2023-12-22 05:00:00,19.1,,1.0,,,,0,25,92,105,44t
510,2023-12-22 06:00:00,17.8,,0.0,,,,0,25,93,107,44t
511,2023-12-22 07:00:00,20.5,,1.0,,,,1,26,89,112,44t
512,2023-12-22 08:00:00,20.3,,21.0,,,,2,28,79,127,44t
513,2023-12-22 09:00:00,14.6,,27.0,,,,1,28,79,159,44t
514,2023-12-22 10:00:00,15.8,,2.0,,,,1,29,71,197,44t
515,2023-12-22 11:00:00,16.6,,0.0,,,,1,30,65,222,44t
516,2023-12-22 12:00:00,13.4,,2.0,,,,2,30,61,234,44t
517,2023-12-22 13:00:00,11.9,,34.0,,,,2,30,62,238,44t
518,2023-12-22 14:00:00,12.8,,41.0,,,,2,30,65,231,44t
519,2023-12-22 15:00:00,14.9,,42.0,,,,2,30,64,238,44t
520,2023-12-22 16:00:00,15.0,,1.0,,,,2,29,66,238,44t
521,2023-12-22 17:00:00,14.8,,2.0,,,,1,28,70,230,44t
522,2023-12-22 18:00:00,15.7,,0.0,,,,1,28,72,183,44t
523,2023-12-22 19:00:00,12.9,,22.0,,,,1,28,73,159,44t
524,2023-12-22 20:00:00,13.9,,3.0,,,,1,28,74,136,44t
525,2023-12-22 21:00:00,17.3,,36.0,,,,1,28,74,128,44t
526,2023-12-22 22:00:00,15.3,,0.0,,,,1,28,73,132,44t
527,2023-12-22 23:00:00,11.9,,1.0,,,,1,27,76,127,44t
528,2023-12-23 00:00:00,13.9,,1.0,,,,2,27,76,125,44t
529,2023-12-23 01:00:00,10.7,,,,,,2,27,74,135,44t
530,2023-12-23 02:00:00,9.7,,33.0,,,,2,27,72,135,44t
531,2023-12-23 03:00:00,12.1,,1.0,,,,2,27,75,135,44t
532,2023-12-23 04:00:00,14.1,,0.0,,,,2,27,75,131,44t
533,2023-12-23 05:00:00,15.2,,1.0,,,,2,27,78,128,44t
534,2023-12-23 06:00:00,14.3,,1.0,,,,2,27,81,124,44t
535,2023-12-23 07:00:00,16.2,,4.0,,,,1,26,86,139,44t
536,2023-12-23 08:00:00,12.2,,5.0,,,,2,26,88,128,44t
537,2023-12-23 09:00:00,14.2,,8.0,,,,1,27,80,127,44t
538,2023-12-23 10:00:00,17.6,,1.0,,,,1,28,70,140,44t
539,2023-12-23 11:00:00,16.0,,0.0,,,,1,29,65,184,44t
540,2023-12-23 12:00:00,15.4,,1.0,,,,2,27,88,142,44t
541,2023-12-23 13:00:00,22.7,,4.0,,,,2,27,82,139,44t
542,2023-12-23 14:00:00,21.9,,21.0,,,,2,27,80,140,44t
543,2023-12-23 15:00:00,16.0,,0.0,,,,2,27,78,129,44t
544,2023-12-23 16:00:00,19.7,,1.0,,,,2,26,88,131,44t
545,2023-12-23 17:00:00,15.0,,0.0,,,,2,25,92,128,44t
546,2023-12-23 18:00:00,19.7,,1.0,,,,2,25,90,125,44t
547,2023-12-23 19:00:00,13.3,,22.0,,,,2,26,86,129,44t
548,2023-12-23 20:00:00,12.1,,0.0,,,,1,26,82,148,44t
549,2023-12-23 21:00:00,13.5,,4.0,,,,2,26,84,132,44t
550,2023-12-23 22:00:00,12.8,,1.0,,,,1,26,82,215,44t
551,2023-12-23 23:00:00,11.6,,1.0,,,,1,26,89,133,44t
552,2023-12-24 00:00:00,12.6,,2.0,,,,1,26,90,133,44t
553,2023-12-24 01:00:00,14.1,,15.0,,,,1,26,91,133,44t
554,2023-12-24 02:00:00,15.3,,,,,,0,26,90,143,44t
555,2023-12-24 03:00:00,12.5,,8.0,,,,1,25,95,147,44t
556,2023-12-24 04:00:00,12.9,,0.0,,,,1,26,89,134,44t
557,2023-12-24 05:00:00,16.8,,1.0,,,,1,26,90,140,44t
558,2023-12-24 06:00:00,14.1,,1.0,,,,1,25,92,175,44t
559,2023-12-24 07:00:00,12.4,,11.0,,,,2,25,96,142,44t
560,2023-12-24 08:00:00,12.3,,0.0,,,,1,26,89,143,44t
561,2023-12-24 09:00:00,14.1,,20.0,,,,1,26,82,164,44t
562,2023-12-24 10:00:00,18.4,,1.0,,,,1,27,80,197,44t
563,2023-12-24 11:00:00,19.4,,1.0,,,,1,26,88,221,44t
564,2023-12-24 12:00:00,16.3,,0.0,,,,1,27,84,161,44t
565,2023-12-24 13:00:00,13.7,,5.0,,,,1,27,80,182,44t
566,2023-12-24 14:00:00,12.2,,26.0,,,,1,27,82,150,44t
567,2023-12-24 15:00:00,11.3,,24.0,,,,1,27,85,209,44t
568,2023-12-24 16:00:00,17.0,,1.0,,,,2,27,82,232,44t
569,2023-12-24 17:00:00,16.3,,1.0,,,,1,26,89,176,44t
570,2023-12-24 18:00:00,13.4,,1.0,,,,2,27,86,233,44t
571,2023-12-24 19:00:00,11.1,,32.0,,,,1,27,84,203,44t
572,2023-12-24 20:00:00,11.1,,0.0,,,,2,27,83,243,44t
573,2023-12-24 21:00:00,16.8,,6.0,,,,2,27,84,244,44t
574,2023-12-24 22:00:00,15.6,,1.0,,,,2,25,96,245,44t
575,2023-12-24 23:00:00,11.5,,1.0,,,,3,25,95,243,44t
576,2023-12-25 00:00:00,10.1,,,,,,3,26,94,242,44t
577,2023-12-25 01:00:00,7.5,,,,,,2,26,88,240,44t
578,2023-12-25 02:00:00,12.6,,,,,,1,26,86,210,44t
579,2023-12-25 03:00:00,11.8,,,,,,1,26,87,217,44t
580,2023-12-25 04:00:00,12.0,,,,,,2,26,86,230,44t
581,2023-12-25 05:00:00,11.1,,,,,,1,26,86,214,44t
582,2023-12-25 06:00:00,9.2,,,,,,2,26,87,241,44t
583,2023-12-25 07:00:00,12.7,,,,,,1,26,90,223,44t
584,2023-12-25 08:00:00,8.3,,,,,,1,26,88,207,44t
585,2023-12-25 09:00:00,9.8,,,,,,1,26,86,215,44t
586,2023-12-25 10:00:00,12.7,,,,,,1,26,92,141,44t
587,2023-12-25 11:00:00,14.0,,,,,,1,25,99,168,44t
588,2023-12-25 12:00:00,9.0,,,,,,1,25,94,135,44t
589,2023-12-25 13:00:00,10.1,,,,,,1,26,91,216,44t
590,2023-12-25 14:00:00,10.3,,,,,,1,26,87,209,44t
591,2023-12-25 15:00:00,13.4,,,,,,1,27,84,204,44t
592,2023-12-25 16:00:00,14.0,,,,,,1,27,80,214,44t
593,2023-12-25 17:00:00,16.2,,31.0,,,,1,27,77,177,44t
594,2023-12-25 18:00:00,14.1,,21.0,,,,1,27,75,201,44t
595,2023-12-25 19:00:00,13.3,,31.0,,,,1,27,77,180,44t
596,2023-12-25 20:00:00,13.3,,36.0,,,,1,27,77,127,44t
597,2023-12-25 21:00:00,14.9,,26.0,,,,1,27,76,126,44t
598,2023-12-25 22:00:00,16.3,,18.0,,,,1,27,76,122,44t
599,2023-12-25 23:00:00,13.1,,18.0,,,,1,27,74,130,44t
600,2023-12-26 00:00:00,11.3,,18.0,,,,1,27,74,148,44t
601,2023-12-26 01:00:00,12.0,,19.0,,,,1,27,76,132,44t
602,2023-12-26 02:00:00,13.2,,28.0,,,,1,26,85,133,44t
603,2023-12-26 03:00:00,11.2,,14.0,,,,1,25,88,184,44t
604,2023-12-26 04:00:00,10.9,,,,,,1,25,88,126,44t
605,2023-12-26 05:00:00,12.4,,25.0,,,,1,25,94,117,44t
606,2023-12-26 06:00:00,9.7,,23.0,,,,0,25,96,112,44t
607,2023-12-26 07:00:00,10.8,,25.0,,,,0,25,97,107,44t
608,2023-12-26 08:00:00,17.7,,22.0,,,,1,25,96,96,44t
609,2023-12-26 09:00:00,20.1,,25.0,,,,0,25,96,103,44t
610,2023-12-26 10:00:00,24.1,,32.0,,,,0,25,95,124,44t
611,2023-12-26 11:00:00,23.6,,35.0,,,,2,26,88,126,44t
612,2023-12-26 12:00:00,21.2,,32.0,,,,1,28,77,134,44t
613,2023-12-26 13:00:00,18.1,,39.0,,,,1,28,71,216,44t
614,2023-12-26 14:00:00,16.5,,42.0,,,,1,29,69,215,44t
615,2023-12-26 15:00:00,17.5,,41.0,,,,1,28,71,184,44t
616,2023-12-26 16:00:00,20.0,,34.0,,,,1,28,74,130,44t
617,2023-12-26 17:00:00,23.4,,34.0,,,,1,27,77,126,44t
618,2023-12-26 18:00:00,20.7,,31.0,,,,1,26,84,122,44t
619,2023-12-26 19:00:00,19.8,,31.0,,,,2,26,84,122,44t
620,2023-12-26 20:00:00,21.6,,34.0,,,,2,27,80,127,44t
621,2023-12-26 21:00:00,20.6,,38.0,,,,1,27,79,118,44t
622,2023-12-26 22:00:00,19.7,,36.0,,,,1,27,80,117,44t
623,2023-12-26 23:00:00,17.0,,37.0,,,,1,27,72,156,44t
624,2023-12-27 00:00:00,15.1,,36.0,,,,1,27,72,138,44t
625,2023-12-27 01:00:00,14.5,,43.0,,,,1,27,75,119,44t
626,2023-12-27 02:00:00,13.6,,44.0,,,,1,27,76,129,44t
627,2023-12-27 03:00:00,16.6,,42.0,,,,1,27,77,114,44t
628,2023-12-27 04:00:00,17.4,,40.0,,,,1,26,78,115,44t
629,2023-12-27 05:00:00,16.1,,,,,,1,26,78,116,44t
630,2023-12-27 06:00:00,16.6,,35.0,,,,1,26,80,119,44t
631,2023-12-27 07:00:00,15.6,,36.0,,,,1,27,78,124,44t
632,2023-12-27 08:00:00,14.8,,36.0,,,,1,27,76,127,44t
633,2023-12-27 09:00:00,15.0,,40.0,,,,1,28,72,132,44t
634,2023-12-27 10:00:00,16.6,,33.0,,,,1,29,67,137,44t
635,2023-12-27 11:00:00,16.9,,34.0,,,,1,30,64,145,44t
636,2023-12-27 12:00:00,17.7,,44.0,,,,1,30,64,160,44t
637,2023-12-27 13:00:00,19.2,,49.0,,,,1,30,65,170,44t
638,2023-12-27 14:00:00,16.8,,47.0,,,,1,30,67,172,44t
639,2023-12-27 15:00:00,22.6,,36.0,,,,1,27,83,190,44t
640,2023-12-27 16:00:00,14.8,,34.0,,,,2,27,78,239,44t
641,2023-12-27 17:00:00,18.1,,33.0,,,,1,28,74,229,44t
642,2023-12-27 18:00:00,19.6,,32.0,,,,1,28,76,222,44t
643,2023-12-27 19:00:00,18.4,,41.0,,,,1,27,77,174,44t
644,2023-12-27 20:00:00,18.5,,40.0,,,,1,27,78,118,44t
645,2023-12-27 21:00:00,18.7,,40.0,,,,1,27,78,141,44t
646,2023-12-27 22:00:00,19.8,,36.0,,,,1,27,78,140,44t
647,2023-12-27 23:00:00,19.9,,37.0,,,,2,27,80,122,44t
648,2023-12-28 00:00:00,18.2,,34.0,,,,1,27,80,121,44t
649,2023-12-28 01:00:00,15.3,,41.0,,,,1,27,80,131,44t
650,2023-12-28 02:00:00,15.7,,35.0,,,,1,27,83,118,44t
651,2023-12-28 03:00:00,19.5,,36.0,,,,1,27,82,130,44t
652,2023-12-28 04:00:00,16.1,,37.0,,,,1,27,83,118,44t
653,2023-12-28 05:00:00,22.6,,40.0,,,,1,27,83,115,44t
654,2023-12-28 06:00:00,17.9,,,,,,1,26,84,114,44t
655,2023-12-28 07:00:00,16.1,,28.0,,,,1,27,86,114,44t
656,2023-12-28 08:00:00,18.6,,35.0,,,,1,27,84,131,44t
657,2023-12-28 09:00:00,17.5,,35.0,,,,2,27,82,241,44t
658,2023-12-28 10:00:00,14.4,,40.0,,,,1,29,68,213,44t
659,2023-12-28 11:00:00,17.8,,39.0,,,,1,30,65,203,44t
660,2023-12-28 12:00:00,13.7,,34.0,,,,2,30,65,232,44t
661,2023-12-28 13:00:00,12.8,,29.0,,,,1,30,65,206,44t
662,2023-12-28 14:00:00,10.2,,25.0,,,,2,30,65,242,44t
663,2023-12-28 15:00:00,9.6,,31.0,,,,2,30,68,242,44t
664,2023-12-28 16:00:00,13.8,,39.0,,,,1,29,71,240,44t
665,2023-12-28 17:00:00,17.8,,42.0,,,,1,28,76,149,44t
666,2023-12-28 18:00:00,14.1,,41.0,,,,1,28,75,142,44t
667,2023-12-28 19:00:00,17.1,,29.0,,,,1,28,76,170,44t
668,2023-12-28 20:00:00,15.1,,31.0,,,,2,28,76,237,44t
669,2023-12-28 21:00:00,13.6,,39.0,,,,1,28,77,208,44t
670,2023-12-28 22:00:00,13.5,,46.0,,,,1,28,77,189,44t
671,2023-12-28 23:00:00,16.4,,46.0,,,,1,28,78,200,44t
672,2023-12-29 00:00:00,13.6,,40.0,,,,1,27,83,213,44t
673,2023-12-29 01:00:00,10.5,,31.0,,,,1,27,83,222,44t
674,2023-12-29 02:00:00,9.8,,40.0,,,,1,26,92,205,44t
675,2023-12-29 03:00:00,10.1,,33.0,,,,2,27,87,227,44t
676,2023-12-29 04:00:00,13.2,,40.0,,,,2,27,85,233,44t
677,2023-12-29 05:00:00,11.9,,40.0,,,,1,27,84,221,44t
678,2023-12-29 06:00:00,13.4,,33.0,,,,1,27,84,219,44t
679,2023-12-29 07:00:00,12.1,,,,,,1,27,83,222,44t
680,2023-12-29 08:00:00,11.1,,27.0,,,,1,27,84,210,44t
681,2023-12-29 09:00:00,11.8,,32.0,,,,1,28,84,217,44t
682,2023-12-29 10:00:00,9.4,,38.0,,,,1,29,75,210,44t
683,2023-12-29 11:00:00,11.2,,38.0,,,,2,29,80,231,44t
684,2023-12-29 12:00:00,18.4,,31.0,,,,2,29,79,232,44t
685,2023-12-29 13:00:00,13.3,,23.0,,,,2,29,75,237,44t
686,2023-12-29 14:00:00,12.2,,25.0,,,,1,29,72,220,44t
687,2023-12-29 15:00:00,12.1,,27.0,,,,1,29,76,223,44t
688,2023-12-29 16:00:00,13.2,,31.0,,,,2,28,80,229,44t
689,2023-12-29 17:00:00,14.4,,31.0,,,,1,27,83,225,44t
690,2023-12-29 18:00:00,18.2,,28.0,,,,1,27,82,215,44t
691,2023-12-29 19:00:00,14.4,,26.0,,,,1,28,79,198,44t
692,2023-12-29 20:00:00,13.2,,33.0,,,,1,28,79,186,44t
693,2023-12-29 21:00:00,15.2,,27.0,,,,1,27,79,136,44t
694,2023-12-29 22:00:00,14.8,,37.0,,,,1,27,80,130,44t
695,2023-12-29 23:00:00,14.1,,38.0,,,,1,27,80,127,44t
696,2023-12-30 00:00:00,16.8,,35.0,,,,1,27,84,116,44t
697,2023-12-30 01:00:00,12.0,,30.0,,,,1,27,86,128,44t
698,2023-12-30 02:00:00,10.9,,36.0,,,,1,27,85,178,44t
699,2023-12-30 03:00:00,10.3,,34.0,,,,1,27,83,144,44t
700,2023-12-30 04:00:00,11.3,,45.0,,,,1,27,83,128,44t
701,2023-12-30 05:00:00,13.9,,45.0,,,,1,27,81,149,44t
702,2023-12-30 06:00:00,12.9,,39.0,,,,1,27,82,154,44t
703,2023-12-30 07:00:00,8.2,,26.0,,,,1,27,86,134,44t
704,2023-12-30 08:00:00,12.6,,,,,,1,27,80,229,44t
705,2023-12-30 09:00:00,12.6,,25.0,,,,1,29,75,139,44t
706,2023-12-30 10:00:00,10.9,,43.0,,,,1,29,74,187,44t
707,2023-12-30 11:00:00,14.1,,30.0,,,,1,30,68,175,44t
708,2023-12-30 12:00:00,14.0,,22.0,,,,1,30,66,167,44t
709,2023-12-30 13:00:00,15.2,,24.0,,,,1,31,63,194,44t
710,2023-12-30 14:00:00,14.5,,21.0,,,,1,31,61,164,44t
711,2023-12-30 15:00:00,16.4,,21.0,,,,1,31,63,197,44t
712,2023-12-30 16:00:00,15.2,,22.0,,,,1,30,65,209,44t
713,2023-12-30 17:00:00,18.1,,24.0,,,,1,29,71,209,44t
714,2023-12-30 18:00:00,19.6,,21.0,,,,1,28,76,184,44t
715,2023-12-30 19:00:00,17.8,,21.0,,,,1,28,78,157,44t
716,2023-12-30 20:00:00,14.5,,19.0,,,,1,28,78,133,44t
717,2023-12-30 21:00:00,16.9,,23.0,,,,1,28,79,118,44t
718,2023-12-30 22:00:00,14.1,,26.0,,,,1,28,79,115,44t
719,2023-12-30 23:00:00,13.3,,26.0,,,,1,27,79,119,44t
720,2023-12-31 00:00:00,13.9,,23.0,,,,1,27,81,114,44t
721,2023-12-31 01:00:00,18.0,,26.0,,,,1,27,84,112,44t
722,2023-12-31 02:00:00,16.4,,21.0,,,,1,26,89,109,44t
723,2023-12-31 03:00:00,14.0,,27.0,,,,1,26,87,112,44t
724,2023-12-31 04:00:00,13.1,,36.0,,,,1,27,82,113,44t
725,2023-12-31 05:00:00,12.6,,38.0,,,,1,26,85,108,44t
726,2023-12-31 06:00:00,13.4,,35.0,,,,0,26,87,108,44t
727,2023-12-31 07:00:00,12.9,,37.0,,,,1,27,81,114,44t
728,2023-12-31 08:00:00,14.2,,24.0,,,,1,28,74,116,44t
729,2023-12-31 09:00:00,14.2,,,,,,1,30,66,154,44t
730,2023-12-31 10:00:00,13.5,,41.0,,,,1,31,62,165,44t
731,2023-12-31 11:00:00,12.7,,28.0,,,,1,31,61,214,44t
732,2023-12-31 12:00:00,10.8,,24.0,,,,1,31,61,191,44t
733,2023-12-31 13:00:00,12.1,,0.0,,,,1,32,59,189,44t
734,2023-12-31 14:00:00,11.6,,1.0,,,,1,31,60,181,44t
735,2023-12-31 15:00:00,14.2,,20.0,,,,1,31,60,194,44t
736,2023-12-31 16:00:00,13.8,,15.0,,,,1,30,63,178,44t
737,2023-12-31 17:00:00,11.2,,7.0,,,,1,29,67,155,44t
738,2023-12-31 18:00:00,9.7,,7.0,,,,1,28,73,179,44t
739,2023-12-31 19:00:00,11.4,,2.0,,,,1,28,75,189,44t
740,2023-12-31 20:00:00,16.0,,1.0,,,,1,28,76,144,44t
741,2023-12-31 21:00:00,12.4,,1.0,,,,1,28,77,147,44t
742,2023-12-31 22:00:00,13.9,,2.0,,,,1,27,77,131,44t
743,2023-12-31 23:00:00,12.6,,2.0,,,,1,27,77,125,44t
744,2024-01-01 00:00:00,16.5,,16.0,,,,1,27,79,115,44t
